OBJVAL,slug,feature_ty,length
HauptStrAB6,seez_spennwiesenbrucke,r,"3251"
VerbindStr6,spiaggia-parco-ciani,l,"500"
VerbindStr6,spiaggia-parco-ciani,l,"343"
Fahrstraes,parc-des-pierrettes,l,"197"
Fahrstraes,parc-des-pierrettes,l,"849"
VerbindStr4,vidy,l,"811"
VerbindStr4,vidy,l,"246"
VerbindStr4,vidy,l,"841"
VerbindStr4,vidy,l,"338"
VerbindStr4,vidy,l,"151"
VerbindStr4,vidy,l,"284"
Autob_Ri,flibach-river-right-bank,l,"2608"
HauptStrAB6,aare-port,r,"698"
HauptStrAB6,aare-port,r,"2545"
HauptStrAB6,golene-gudo,r,"2787"
Fussweg,aare_suhrespitz_badert,r,"186"
Autostr,zulg_steffisburg_schmassmanne,r,"731"
Fahrstraes,la-robella,p,"1572"
Fahrstraes,la-robella,p,"3749"
Fahrstraes,la-robella,p,"2470"
Fahrstraes,la-robella,p,"1563"
Fahrstraes,la-robella,p,"434"
VerbindStr6,limmat_unterengstringen_oggierbuhrer,r,"3202"
VerbindStr6,limmat_unterengstringen_oggierbuhrer,r,"1430"
NebenStr3,lacleman_gland_lecoanets,l,"448"
NebenStr3,lacleman_gland_lecoanets,l,"482"
HauptStrAB6,aare-limmatspitz,r,"2742"
HauptStrAB6,aare-limmatspitz,r,"381"
Fahrstraes,signalpain,l,"173"
Fussweg,aare-port,r,"248"
NebenStr3,birskopfli-rusco,r,"386"
NebenStr3,birskopfli-rusco,r,"271"
NebenStr3,birskopfli-rusco,r,"1134"
NebenStr3,birskopfli-rusco,r,"1995"
NebenStr3,birskopfli-rusco,r,"1310"
NebenStr3,birskopfli-rusco,r,"18"
NebenStr3,birskopfli-rusco,r,"1057"
NebenStr3,birskopfli-rusco,r,"825"
NebenStr3,birskopfli-rusco,r,"601"
NebenStr3,birskopfli-rusco,r,"500"
NebenStr3,birskopfli-rusco,r,"101"
NebenStr3,birskopfli-rusco,r,"61"
NebenStr3,birskopfli-rusco,r,"187"
HauptStrAB6,lacleman_gland_kubela,l,"1840"
HauptStrAB6,lacleman_gland_kubela,l,"344"
HauptStrAB6,lacleman_gland_kubela,l,"474"
NebenStr3,plage-de-dorigny,l,"524"
NebenStr3,plage-de-dorigny,l,"413"
NebenStr3,plage-de-dorigny,l,"1806"
Autob_Ri,seeflechsen,l,"2865"
Fahrstraes,linthdammweg,r,"1114"
Fahrstraes,linthdammweg,r,"1846"
Fahrstraes,linthdammweg,r,"44"
HauptStrAB6,wycheley,l,"1491"
HauptStrAB6,wycheley,l,"666"
HauptStrAB6,wycheley,l,"523"
VerbindStr6,sihl_zuerich_scherfs,r,"356"
VerbindStr6,sihl_zuerich_scherfs,r,"356"
VerbindStr6,sihl_zuerich_scherfs,r,"701"
VerbindStr6,sihl_zuerich_scherfs,r,"849"
VerbindStr6,sihl_zuerich_scherfs,r,"1457"
VerbindStr6,sihl_zuerich_scherfs,r,"1233"
VerbindStr6,sihl_zuerich_scherfs,r,"418"
VerbindStr6,sihl_zuerich_scherfs,r,"212"
VerbindStr6,sihl_zuerich_scherfs,r,"223"
VerbindStr6,sihl_zuerich_scherfs,r,"460"
VerbindStr6,morgins,p,"3357"
VerbindStr6,weissenau-neuhaus,l,"3159"
Fahrstraes,nidau-strand,l,"743"
Fahrstraes,nidau-strand,l,"1122"
Fahrstraes,nidau-strand,l,"327"
Fahrstraes,nidau-strand,l,"655"
NebenStr3,leuk-mattenstrasse,r,"2063"
NebenStr3,leuk-mattenstrasse,r,"764"
NebenStr3,leuk-mattenstrasse,r,"189"
HauptStrAB6,aare_koniz_hoppej,r,"2001"
HauptStrAB6,aare_koniz_hoppej,r,"483"
HauptStrAB6,aare_koniz_hoppej,r,"931"
HauptStrAB6,aare_koniz_hoppej,r,"92"
HauptStrAB6,aare_koniz_hoppej,r,"132"
HauptStrAB6,pfafikon-bad,l,"1876"
HauptStrAB6,pfafikon-bad,l,"1410"
HauptStrAB6,pfafikon-bad,l,"1135"
HauptStrAB6,pfafikon-bad,l,"212"
Autobahn,oberi-chlihochstetten,r,"3069"
NebenStr6,kusnachter-dorfbach-tobelweg-1-4,r,"1044"
NebenStr6,kusnachter-dorfbach-tobelweg-1-4,r,"839"
NebenStr6,kusnachter-dorfbach-tobelweg-1-4,r,"2198"
Autobahn,linth_mollis,r,"2058"
NebenStr3,seez_spennwiesenbrucke,r,"189"
NebenStr3,seez_spennwiesenbrucke,r,"569"
NebenStr3,seez_spennwiesenbrucke,r,"277"
NebenStr3,seez_spennwiesenbrucke,r,"2157"
NebenStr3,seez_spennwiesenbrucke,r,"66"
NebenStr3,seez_spennwiesenbrucke,r,"1246"
VerbindStr6,linth_mollis,r,"1426"
VerbindStr6,linth_mollis,r,"1793"
VerbindStr6,linth_mollis,r,"1549"
Autobahn,sitter_gaiserwald_buehlerf,r,"2940"
NebenStr3,plage-de-serriere,l,"1082"
NebenStr3,plage-de-serriere,l,"439"
NebenStr3,greifensee_uster_fischerb_1,l,"105"
NebenStr3,greifensee_uster_fischerb_1,l,"2151"
NebenStr3,greifensee_uster_fischerb_1,l,"539"
NebenStr3,greifensee_uster_fischerb_1,l,"527"
NebenStr3,greifensee_uster_fischerb_1,l,"487"
NebenStr3,greifensee_uster_fischerb_1,l,"1351"
NebenStr3,greifensee_uster_fischerb_1,l,"457"
VerbindStr6,zugerseecholler_cham_blarerm,l,"80"
HauptStrAB6,aare_rupperswil_badert,r,"2896"
HauptStrAB6,gasi-strand,l,"2049"
NebenStr6,zurichsee-feldeggstr-banningersand,l,"1382"
Fahrstraes,aare_solothurn_nguyena,r,"3040"
Fahrstraes,aare_solothurn_nguyena,r,"3754"
HauptStrAB4,gals-reserve,l,"269"
NebenStr3,les-glariers,r,"461"
NebenStr3,les-glariers,r,"86"
NebenStr3,les-glariers,r,"1234"
NebenStr3,les-glariers,r,"191"
NebenStr3,les-glariers,r,"879"
NebenStr3,les-glariers,r,"26"
NebenStr3,les-glariers,r,"1746"
NebenStr3,les-glariers,r,"1837"
NebenStr3,pfaffner_rothrist_ischik,r,"1169"
NebenStr3,pfaffner_rothrist_ischik,r,"1267"
NebenStr3,pfaffner_rothrist_ischik,r,"1255"
NebenStr3,pfaffner_rothrist_ischik,r,"1082"
Fahrstraes,bern-fahrstrasse,r,"369"
HauptStrAB6,zurichsee_wollishofen_langendorfm,l,"359"
HauptStrAB6,zurichsee_wollishofen_langendorfm,l,"1701"
HauptStrAB6,zurichsee_wollishofen_langendorfm,l,"1428"
HauptStrAB6,zurichsee_wollishofen_langendorfm,l,"1679"
HauptStrAB6,zurichsee_wollishofen_langendorfm,l,"1693"
HauptStrAB6,zurichsee_wollishofen_langendorfm,l,"1354"
HauptStrAB6,tschilljus,r,"2043"
Fahrstraes,mols-rocks,l,"2054"
Fahrstraes,mols-rocks,l,"238"
Fahrstraes,mols-rocks,l,"268"
Autobahn,aare-solothurn-lido-strand,r,"2974"
VerbindStr4,schutzenmatte,r,"3133"
Fahrstraes,hauterive-petite-plage,l,"1813"
VerbindStr4,le-port,l,"672"
Fahrstraes,les-crosets,p,"780"
Fahrstraes,les-crosets,p,"3863"
Fahrstraes,les-crosets,p,"828"
Fahrstraes,les-crosets,p,"1896"
Fahrstraes,les-crosets,p,"779"
HauptStrAB6,langete_langenthal_geiserm,r,"1273"
NebenStr3,zuerichsee_maennedorf_vanderkaadene,l,"1281"
NebenStr3,zuerichsee_maennedorf_vanderkaadene,l,"2327"
NebenStr3,zuerichsee_maennedorf_vanderkaadene,l,"1176"
NebenStr3,zuerichsee_maennedorf_vanderkaadene,l,"482"
NebenStr3,zuerichsee_maennedorf_vanderkaadene,l,"354"
Fussweg,arabie,l,"814"
VerbindStr6,camp-des-peches,l,"2007"
VerbindStr6,camp-des-peches,l,"113"
VerbindStr6,camp-des-peches,l,"1365"
HauptStrAB6,canale-saleggi,r,"1146"
HauptStrAB6,canale-saleggi,r,"225"
HauptStrAB6,canale-saleggi,r,"2428"
VerbindStr6,birskopfli-rusco,r,"109"
VerbindStr6,birskopfli-rusco,r,"99"
VerbindStr6,birskopfli-rusco,r,"880"
VerbindStr6,birskopfli-rusco,r,"172"
VerbindStr6,birskopfli-rusco,r,"117"
VerbindStr6,birskopfli-rusco,r,"1018"
VerbindStr6,birskopfli-rusco,r,"562"
VerbindStr6,birskopfli-rusco,r,"106"
NebenStr3,saint-sulpice,l,"797"
NebenStr3,saint-sulpice,l,"2623"
VerbindStr6,vidy,l,"1461"
VerbindStr6,vidy,l,"1170"
VerbindStr6,vidy,l,"410"
VerbindStr6,vidy,l,"319"
VerbindStr6,vidy,l,"1155"
HauptStrAB6,aare_bern_gerberm,r,"278"
HauptStrAB6,aare_bern_gerberm,r,"430"
HauptStrAB6,aare_bern_gerberm,r,"530"
HauptStrAB6,aare_bern_gerberm,r,"442"
HauptStrAB6,aare_bern_gerberm,r,"2154"
HauptStrAB6,baye-de-montreux-g,l,"53"
HauptStrAB6,baye-de-montreux-g,l,"3349"
HauptStrAB6,baye-de-montreux-g,l,"59"
VerbindStr4,bielersee_vinelz_fankhausers,l,"2769"
Autobahn,sense_torishaus_g-cubes,r,"1447"
Fussweg,via-brunari-spiaggia,r,"2980"
Autostr,aarezufluss_bern_scheurerk,r,"302"
HauptStrAB4,aare-port,r,"944"
Fahrstraes,spackmatt,r,"569"
Fahrstraes,spackmatt,r,"535"
HauptStrAB6,baye-de-montreux-d,l,"75"
HauptStrAB6,baye-de-montreux-d,l,"3332"
HauptStrAB6,baye-de-montreux-d,l,"85"
NebenStr3,magadino-lido,l,"579"
NebenStr3,magadino-lido,l,"112"
NebenStr3,magadino-lido,l,"262"
NebenStr6,lugano-centro,l,"2052"
NebenStr6,lugano-centro,l,"287"
NebenStr6,lugano-centro,l,"972"
Fussweg,saint-sulpice,l,"3235"
Fussweg,saint-sulpice,l,"852"
HauptStrAB6,baby-plage-ii-geneve,l,"234"
HauptStrAB6,baby-plage-ii-geneve,l,"470"
HauptStrAB6,baby-plage-ii-geneve,l,"1431"
HauptStrAB6,baby-plage-ii-geneve,l,"658"
HauptStrAB6,baby-plage-ii-geneve,l,"2584"
HauptStrAB6,baby-plage-ii-geneve,l,"1951"
HauptStrAB6,baby-plage-ii-geneve,l,"923"
VerbindStr6,baby-plage-ii-geneve,l,"381"
VerbindStr6,baby-plage-ii-geneve,l,"200"
VerbindStr6,baby-plage-ii-geneve,l,"242"
VerbindStr6,baby-plage-ii-geneve,l,"2320"
VerbindStr6,baby-plage-ii-geneve,l,"520"
Autobahn,tschilljus,r,"1635"
VerbindStr6,vira-spiaggia-left-of-river,l,"3042"
VerbindStr6,seeflechsen,l,"747"
VerbindStr6,seeflechsen,l,"1381"
VerbindStr6,seeflechsen,l,"1993"
HauptStrAB6,thur_schwarzenbach_meiliw,r,"2913"
VerbindStr6,lavey-les-bains-2,r,"894"
VerbindStr4,zurcher-strand,l,"499"
VerbindStr4,zurcher-strand,l,"761"
VerbindStr4,zurcher-strand,l,"669"
VerbindStr4,zurcher-strand,l,"256"
VerbindStr4,zurcher-strand,l,"185"
NebenStr3,oben-am-see,l,"1165"
NebenStr3,oben-am-see,l,"493"
NebenStr3,oben-am-see,l,"345"
NebenStr3,oben-am-see,l,"708"
NebenStr3,oben-am-see,l,"1648"
NebenStr3,oben-am-see,l,"822"
NebenStr3,oben-am-see,l,"1005"
NebenStr3,oben-am-see,l,"556"
NebenStr3,oben-am-see,l,"472"
NebenStr3,oben-am-see,l,"469"
NebenStr3,oben-am-see,l,"12"
NebenStr3,oben-am-see,l,"16"
Fahrstraes,oberi-chlihochstetten,r,"830"
Fahrstraes,oberi-chlihochstetten,r,"421"
Fahrstraes,oberi-chlihochstetten,r,"1877"
VerbindStr4,zuerichsee_richterswil_benkoem_2,l,"211"
HauptStrAB6,les-vieux-ronquoz,r,"41"
HauptStrAB6,les-vieux-ronquoz,r,"2175"
HauptStrAB6,les-vieux-ronquoz,r,"1066"
HauptStrAB4,limmat_zuerich_wagnerc,r,"120"
HauptStrAB4,limmat_zuerich_wagnerc,r,"353"
HauptStrAB4,limmat_zuerich_wagnerc,r,"1407"
HauptStrAB4,limmat_zuerich_wagnerc,r,"1612"
Fussweg,schutzenmatte,r,"336"
Fussweg,schutzenmatte,r,"1450"
NebenStr6,limmat_zuerich_suterdglauserp,r,"3040"
NebenStr6,limmat_zuerich_suterdglauserp,r,"1259"
NebenStr6,limmat_zuerich_suterdglauserp,r,"2474"
NebenStr6,limmat_zuerich_suterdglauserp,r,"411"
VerbindStr4,bern-tiergarten,r,"758"
Fussweg,camp-des-peches,l,"803"
NebenStr3,airolo,p,"3132"
Fussweg,aare_brugg_buchie,r,"831"
Fahrstraes,isole-di-brissago-porto,l,"74"
Fahrstraes,isole-di-brissago-porto,l,"248"
Autob_Ri,muhlehorn-dorf,l,"2897"
Autob_Ri,muhlehorn-dorf,l,"3069"
Fahrstraes,reuss_hunenberg_eberhardy,r,"797"
Fahrstraes,reuss_hunenberg_eberhardy,r,"428"
NebenStr3,aare_rupperswil_badert,r,"2747"
NebenStr3,aare_rupperswil_badert,r,"1909"
HauptStrAB4,le-pierrier,l,"638"
NebenStr6,bodensee_steinach_dolder_a,l,"890"
NebenStr6,bodensee_steinach_dolder_a,l,"1022"
NebenStr3,toss_bauma_kurthe,r,"1657"
NebenStr3,toss_bauma_kurthe,r,"641"
NebenStr3,toss_bauma_kurthe,r,"210"
Fussweg,sihl_zuerich_eichenbergerd,r,"645"
Fussweg,sihl_zuerich_eichenbergerd,r,"77"
NebenStr3,lido,l,"149"
NebenStr3,lido,l,"437"
NebenStr3,lido,l,"367"
NebenStr3,lido,l,"355"
NebenStr3,lido,l,"228"
NebenStr3,lido,l,"134"
NebenStr3,lido,l,"702"
NebenStr3,lido,l,"1042"
NebenStr3,lido,l,"331"
NebenStr3,lido,l,"339"
NebenStr3,lido,l,"146"
NebenStr3,lido,l,"383"
NebenStr3,lido,l,"764"
NebenStr3,lido,l,"189"
NebenStr3,lido,l,"189"
NebenStr3,lido,l,"1483"
NebenStr3,lido,l,"1536"
Fussweg,nendaz,p,"2515"
Fahrstraes,untertenzen,l,"103"
Fahrstraes,untertenzen,l,"148"
Fahrstraes,untertenzen,l,"389"
NebenStr3,strandbeiz,l,"2090"
Fussweg,mols-rocks,l,"343"
Autobahn,delta-park,l,"1799"
NebenStr3,murg_waengi_strickerr,r,"652"
NebenStr3,murg_waengi_strickerr,r,"1205"
NebenStr3,murg_waengi_strickerr,r,"265"
NebenStr3,murg_waengi_strickerr,r,"310"
NebenStr3,urnaesch_urnaesch_meierr,r,"362"
NebenStr3,urnaesch_urnaesch_meierr,r,"1097"
NebenStr3,urnaesch_urnaesch_meierr,r,"927"
HauptStrAB4,tolochenaz,l,"749"
Autostr,aare-port,r,"230"
Autostr,aare-port,r,"1447"
Fussweg,rhein_basel,r,"758"
Fussweg,rhein_basel,r,"385"
Fussweg,rhein_basel,r,"1284"
VerbindStr6,aare_koniz_hoppej,r,"2373"
HauptStrAB6,la-petite-plage,l,"1536"
Fahrstraes,lavey-les-bains,r,"383"
VerbindStr4,aare_bern_caveltin,r,"1067"
HauptStrAB6,schutzenmatte,r,"3031"
HauptStrAB6,tiger-duck-beach,l,"3046"
HauptStrAB4,toss_winterthur-2,r,"1039"
VerbindStr4,verbier,p,"846"
VerbindStr4,sempachersee_sempach_tampec,l,"151"
Autobahn,plage-de-dorigny,l,"2626"
VerbindStr6,vorderrhein_disentis_schmidn,r,"3078"
Fahrstraes,vidy-ruines,l,"2079"
Autobahn,limmat_dietikon_keiserp,r,"2233"
Autobahn,limmat_dietikon_keiserp,r,"1367"
HauptStrAB4,maladaire,l,"638"
Fahrstraes,ognonnaz-1,r,"705"
Autobahn,untertenzen,l,"2895"
HauptStrAB4,pierrier-sud,l,"638"
NebenStr3,oberi-chlihochstetten,r,"315"
NebenStr3,versoix,l,"572"
NebenStr3,versoix,l,"186"
NebenStr3,versoix,l,"1539"
NebenStr3,versoix,l,"1620"
NebenStr3,versoix,l,"1422"
VerbindStr6,bielersee_vinelz_fankhausers,l,"828"
VerbindStr4,ognonnaz-1,r,"633"
NebenStr3,baye-de-montreux-d,l,"1551"
NebenStr3,baye-de-montreux-d,l,"293"
NebenStr3,baye-de-montreux-d,l,"1440"
NebenStr3,baye-de-montreux-d,l,"1371"
NebenStr3,baye-de-montreux-g,l,"1532"
NebenStr3,baye-de-montreux-g,l,"251"
NebenStr3,baye-de-montreux-g,l,"1454"
NebenStr3,baye-de-montreux-g,l,"1386"
HauptStrAB6,brugg-be-buren-bsg-standort,r,"3318"
Autostr,thur_schwarzenbach_meiliw,r,"914"
NebenStr3,la-thiele_le-mujon_confluence,r,"462"
NebenStr3,la-thiele_le-mujon_confluence,r,"677"
NebenStr3,la-thiele_le-mujon_confluence,r,"358"
NebenStr3,la-thiele_le-mujon_confluence,r,"1103"
NebenStr3,la-thiele_le-mujon_confluence,r,"108"
NebenStr3,la-thiele_le-mujon_confluence,r,"321"
NebenStr3,la-thiele_le-mujon_confluence,r,"610"
NebenStr3,la-thiele_le-mujon_confluence,r,"622"
NebenStr3,la-thiele_le-mujon_confluence,r,"407"
NebenStr3,la-thiele_le-mujon_confluence,r,"347"
NebenStr3,la-thiele_le-mujon_confluence,r,"111"
NebenStr3,la-thiele_le-mujon_confluence,r,"226"
Fahrstraes,bodensee_thal_schlachterj_1,l,"403"
Fahrstraes,bodensee_thal_schlachterj_1,l,"15"
Fussweg,les-vieux-ronquoz,r,"481"
Fussweg,les-vieux-ronquoz,r,"568"
NebenStr3,sihl_menzingen_kucharska_magdalena,r,"2066"
NebenStr3,les-diablerets,p,"5408"
HauptStrAB4,zuerichsee_zurich_kullg,l,"545"
HauptStrAB4,baby-plage-ii-geneve,l,"424"
VerbindStr6,zurcher-strand,l,"533"
VerbindStr6,zurcher-strand,l,"1146"
VerbindStr6,zurcher-strand,l,"1457"
VerbindStr6,zurcher-strand,l,"838"
VerbindStr6,zurcher-strand,l,"48"
VerbindStr6,zurcher-strand,l,"460"
VerbindStr6,birs_reinach_dinuccin,r,"232"
VerbindStr6,birs_reinach_dinuccin,r,"1881"
VerbindStr6,birs_reinach_dinuccin,r,"2733"
HauptStrAB4,rhein_basel_hungerbuehlern,r,"327"
HauptStrAB6,aare_kehrsatz_stolten,r,"2701"
HauptStrAB6,aare_kehrsatz_stolten,r,"868"
Fahrstraes,jona-river-rastplatz,r,"1090"
HauptStrAB6,limmat_zuerich_jansena,r,"537"
Autobahn,mols-rocks,l,"3163"
VerbindStr6,linthdammweg,r,"1642"
VerbindStr6,linthdammweg,r,"1892"
VerbindStr6,linthdammweg,r,"1381"
HauptStrAB6,goldach_goldach_schlachterj,r,"1443"
HauptStrAB6,goldach_goldach_schlachterj,r,"986"
HauptStrAB6,goldach_goldach_schlachterj,r,"1898"
VerbindStr6,bern-tiergarten,r,"413"
VerbindStr6,bern-tiergarten,r,"728"
VerbindStr6,bern-tiergarten,r,"2400"
Fahrstraes,murg-bad,l,"1117"
Fahrstraes,murg-bad,l,"304"
Fahrstraes,murg-bad,l,"425"
Fahrstraes,murg-bad,l,"1330"
Fahrstraes,murg-bad,l,"1572"
NebenStr3,zuerichsee_zurich_kullg,l,"156"
NebenStr3,zuerichsee_zurich_kullg,l,"197"
NebenStr3,zuerichsee_zurich_kullg,l,"842"
NebenStr3,zuerichsee_zurich_kullg,l,"739"
NebenStr3,zuerichsee_zurich_kullg,l,"265"
NebenStr3,zuerichsee_zurich_kullg,l,"303"
NebenStr3,zuerichsee_zurich_kullg,l,"525"
NebenStr3,zuerichsee_zurich_kullg,l,"318"
NebenStr3,zuerichsee_zurich_kullg,l,"249"
NebenStr3,zuerichsee_zurich_kullg,l,"198"
NebenStr3,zuerichsee_zurich_kullg,l,"265"
NebenStr3,zuerichsee_zurich_kullg,l,"338"
NebenStr3,zuerichsee_zurich_kullg,l,"329"
NebenStr3,zuerichsee_zurich_kullg,l,"677"
NebenStr3,zuerichsee_zurich_kullg,l,"514"
NebenStr3,zuerichsee_zurich_kullg,l,"78"
NebenStr3,zuerichsee_zurich_kullg,l,"260"
NebenStr3,zuerichsee_zurich_kullg,l,"316"
NebenStr3,zuerichsee_zurich_kullg,l,"98"
NebenStr3,zuerichsee_zurich_kullg,l,"395"
NebenStr3,zuerichsee_zurich_kullg,l,"392"
HauptStrAB6,rolle-plage,l,"999"
HauptStrAB6,rolle-plage,l,"901"
HauptStrAB6,rolle-plage,l,"2281"
Fahrstraes,grand-clos,l,"616"
NebenStr3,neuenburgersee_cudrefin_mattera,l,"752"
Fussweg,san-bernardino,p,"2355"
Fussweg,san-bernardino,p,"220"
HauptStrAB6,zuerichsee_staefa_hennm,l,"3021"
VerbindStr6,jardin-botanique,l,"597"
NebenStr3,zugerseecholler_cham_blarerm,l,"511"
NebenStr3,zugerseecholler_cham_blarerm,l,"76"
NebenStr3,zugerseecholler_cham_blarerm,l,"618"
NebenStr3,zugerseecholler_cham_blarerm,l,"709"
NebenStr3,zugerseecholler_cham_blarerm,l,"108"
Fahrstraes,aare_bern_caveltin,r,"322"
Fahrstraes,aare_bern_caveltin,r,"1487"
Fahrstraes,aare_bern_caveltin,r,"178"
Fahrstraes,aare_bern_caveltin,r,"921"
Fahrstraes,aare_bern_caveltin,r,"575"
Fussweg,val-calanca,p,"878"
Fussweg,val-calanca,p,"957"
Fussweg,aabach,l,"1162"
Autobahn,cully-plage,l,"2610"
NebenStr3,muhlehorn-dorf,l,"2634"
NebenStr3,augustmutzenbergstrandweg,l,"2909"
HauptStrAB6,sihl_leimbach_kruegerm,r,"3131"
HauptStrAB6,sihl_leimbach_kruegerm,r,"1092"
Autostr,sihl_zuerich_eggerskoehlingera,r,"1182"
Fussweg,rhein_hemishofen_stolll,r,"719"
Fahrstraes,villa-barton,l,"956"
NebenStr3,zurichsee_kusnachterhorn_thirkell-whitej,l,"314"
NebenStr3,zurichsee_kusnachterhorn_thirkell-whitej,l,"1302"
NebenStr3,zurichsee_kusnachterhorn_thirkell-whitej,l,"948"
Fahrstraes,erlach-camping-strand,l,"1348"
Fahrstraes,erlach-camping-strand,l,"1687"
NebenStr3,greifensee_fallanden_meistery,l,"3050"
NebenStr3,greifensee_fallanden_meistery,l,"31"
NebenStr3,greifensee_fallanden_meistery,l,"178"
HauptStrAB6,preverenges-le-sout,l,"2642"
HauptStrAB6,baby-plage-geneva,l,"349"
HauptStrAB6,baby-plage-geneva,l,"946"
HauptStrAB6,baby-plage-geneva,l,"1477"
HauptStrAB6,baby-plage-geneva,l,"658"
HauptStrAB6,baby-plage-geneva,l,"2468"
HauptStrAB6,baby-plage-geneva,l,"1895"
HauptStrAB6,baby-plage-geneva,l,"952"
HauptStrAB4,hauterive-petite-plage,l,"761"
VerbindStr6,plage-de-cheyres,l,"2918"
VerbindStr6,impromptu_cudrefin,l,"3302"
Autob_Ri,gasi-strand,l,"4134"
VerbindStr6,aare_bern_caveltin,r,"2254"
Fussweg,golene-gudo,r,"1718"
HauptStrAB6,rhein_eglisau_gomringerp,r,"2165"
HauptStrAB4,birs_basel_laderachs,r,"360"
VerbindStr6,verbier,p,"1462"
NebenStr6,zurcher-strand,l,"352"
NebenStr6,zurcher-strand,l,"494"
HauptStrAB6,pfaffner_rothrist_ischik,r,"479"
HauptStrAB6,pfaffner_rothrist_ischik,r,"516"
HauptStrAB6,pfaffner_rothrist_ischik,r,"1002"
HauptStrAB6,pfaffner_rothrist_ischik,r,"789"
HauptStrAB6,pfaffner_rothrist_ischik,r,"199"
HauptStrAB6,pfaffner_rothrist_ischik,r,"1018"
Fussweg,muhlehorn-dorf,l,"1871"
Fussweg,muhlehorn-dorf,l,"1603"
Fussweg,muhlehorn-dorf,l,"185"
VerbindStr4,ligerz-strand,l,"2596"
Fussweg,via-mirasole-spiaggia,r,"3026"
NebenStr3,gummligrabbe,r,"456"
NebenStr3,gummligrabbe,r,"1569"
NebenStr3,gummligrabbe,r,"671"
NebenStr3,gummligrabbe,r,"428"
NebenStr3,gummligrabbe,r,"1960"
NebenStr3,gummligrabbe,r,"195"
Autobahn,vidy-ruines,l,"1839"
VerbindStr6,mullermatte,l,"634"
Autobahn,rhein-beach-tinguely,r,"1881"
Autobahn,rhein-beach-tinguely,r,"66"
Fahrstraes,birs_reinach_dinuccin,r,"545"
Fahrstraes,aare_suhrespitz_badert,r,"932"
Fahrstraes,aare_suhrespitz_badert,r,"769"
Fussweg,aare_koniz_hoppej,r,"79"
Fussweg,aare_koniz_hoppej,r,"110"
Fussweg,aare_koniz_hoppej,r,"1105"
Fussweg,aare_koniz_hoppej,r,"2264"
Fussweg,aare_koniz_hoppej,r,"2632"
Fussweg,aare_koniz_hoppej,r,"394"
NebenStr3,aare_brugg_buchie,r,"1165"
NebenStr3,aare_brugg_buchie,r,"1048"
NebenStr3,rivapiana,l,"274"
NebenStr3,rivapiana,l,"60"
NebenStr3,rivapiana,l,"141"
NebenStr3,rivapiana,l,"690"
NebenStr3,rivapiana,l,"187"
NebenStr3,rivapiana,l,"92"
NebenStr3,rivapiana,l,"20"
NebenStr3,rivapiana,l,"1969"
NebenStr3,rivapiana,l,"1485"
NebenStr3,rivapiana,l,"171"
NebenStr3,rivapiana,l,"152"
NebenStr3,rivapiana,l,"197"
NebenStr3,rivapiana,l,"453"
NebenStr3,rivapiana,l,"146"
NebenStr3,rivapiana,l,"140"
NebenStr3,rivapiana,l,"228"
NebenStr3,rivapiana,l,"152"
NebenStr3,rivapiana,l,"817"
NebenStr3,rivapiana,l,"648"
NebenStr3,rivapiana,l,"1689"
NebenStr3,rivapiana,l,"333"
NebenStr3,rivapiana,l,"281"
NebenStr3,rivapiana,l,"1139"
NebenStr3,bodensee_altenrhein_caluoria,l,"1023"
NebenStr3,bodensee_altenrhein_caluoria,l,"807"
NebenStr3,bodensee_altenrhein_caluoria,l,"203"
NebenStr3,bodensee_altenrhein_caluoria,l,"676"
NebenStr3,bodensee_altenrhein_caluoria,l,"921"
NebenStr3,bodensee_altenrhein_caluoria,l,"1507"
NebenStr6,lido,l,"2052"
NebenStr6,lido,l,"972"
Autostr,airolo,p,"721"
VerbindStr4,pierrier-sud,l,"872"
Fussweg,grand-clos,l,"1926"
NebenStr3,aare_solothurn_nguyena,r,"1628"
NebenStr3,aare_solothurn_nguyena,r,"11"
NebenStr3,aare_solothurn_nguyena,r,"786"
Autobahn,ognonnaz-1,r,"1538"
HauptStrAB6,muhlehorn-dorf,l,"1552"
HauptStrAB6,muhlehorn-dorf,l,"2137"
NebenStr3,jardin-botanique,l,"321"
NebenStr3,jardin-botanique,l,"937"
NebenStr3,jardin-botanique,l,"9"
NebenStr3,jardin-botanique,l,"1037"
NebenStr3,jardin-botanique,l,"435"
NebenStr3,jardin-botanique,l,"216"
NebenStr3,jardin-botanique,l,"400"
NebenStr3,jardin-botanique,l,"905"
NebenStr3,jardin-botanique,l,"168"
NebenStr3,jardin-botanique,l,"149"
NebenStr3,jardin-botanique,l,"240"
NebenStr3,jardin-botanique,l,"143"
NebenStr3,jardin-botanique,l,"211"
NebenStr3,jardin-botanique,l,"300"
NebenStr3,jardin-botanique,l,"86"
Autostr,rivapiana,l,"2094"
VerbindStr6,rocky-plage,l,"328"
VerbindStr6,rocky-plage,l,"101"
VerbindStr6,rocky-plage,l,"139"
VerbindStr6,rocky-plage,l,"2395"
VerbindStr6,rocky-plage,l,"429"
Autostr,aabach,l,"705"
Autostr,strandboden-biel,l,"365"
HauptStrAB6,evole-plage,l,"2144"
HauptStrAB6,evole-plage,l,"99"
HauptStrAB6,evole-plage,l,"1213"
HauptStrAB6,evole-plage,l,"1437"
HauptStrAB6,aare_post,r,"623"
HauptStrAB6,aare_post,r,"2783"
