OBJVAL,slug,feature_ty,length
NebenStr3,limmat_zuerich_jansena,r,"718"
Fussweg,lavey-les-bains,r,"1927"
Fussweg,lavey-les-bains,r,"1786"
Fahrstraes,bodensee_altenrhein_caluoria,l,"426"
Fahrstraes,bodensee_altenrhein_caluoria,l,"34"
Autobahn,murg_waengi_strickerr,r,"2850"
NebenStr3,wycheley,l,"1635"
NebenStr3,wycheley,l,"1407"
NebenStr3,wycheley,l,"2070"
NebenStr3,wycheley,l,"1648"
NebenStr3,wycheley,l,"822"
NebenStr3,wycheley,l,"1005"
NebenStr3,wycheley,l,"556"
NebenStr3,wycheley,l,"76"
Fahrstraes,vira-gambarogno,l,"612"
Fahrstraes,greifensee_maur_simmenc,l,"180"
Fahrstraes,greifensee_maur_simmenc,l,"225"
HauptStrAB6,lacleman_gland_lecoanets,l,"1839"
HauptStrAB6,lacleman_gland_lecoanets,l,"337"
HauptStrAB6,lacleman_gland_lecoanets,l,"465"
Autobahn,limmat_zuerich_wagnerc,r,"2910"
Fussweg,baby-plage-ii-geneve,l,"328"
HauptStrAB6,aare_bern_scheurerk,r,"2513"
HauptStrAB6,aare_bern_scheurerk,r,"430"
HauptStrAB6,aare_bern_scheurerk,r,"530"
HauptStrAB6,aare_bern_scheurerk,r,"1620"
HauptStrAB6,aare_bern_scheurerk,r,"175"
HauptStrAB6,aare_bern_scheurerk,r,"603"
HauptStrAB6,aare_bern_scheurerk,r,"623"
HauptStrAB6,aare_bern_scheurerk,r,"152"
Autostr,zugerseecholler_cham_blarerm,l,"624"
Autobahn,chriesbach_duebendorf_schneidera,r,"1492"
NebenStr3,aare-limmatspitz,r,"1165"
NebenStr3,aare-limmatspitz,r,"1038"
Fahrstraes,morgins,p,"1231"
Fahrstraes,morgins,p,"2544"
Fahrstraes,morgins,p,"1961"
Autobahn,les-vieux-ronquoz,r,"2976"
Fahrstraes,vira-spiaggia-left-of-river,l,"369"
HauptStrAB4,zurcher-strand,l,"545"
VerbindStr6,birs_basel_laderachs,r,"545"
VerbindStr6,birs_basel_laderachs,r,"42"
Fahrstraes,pfaffner_rothrist_ischik,r,"113"
Fahrstraes,pfaffner_rothrist_ischik,r,"1577"
VerbindStr4,maladaire,l,"2058"
NebenStr3,preverenges,l,"931"
NebenStr3,preverenges,l,"225"
NebenStr3,preverenges,l,"420"
NebenStr3,preverenges,l,"1025"
NebenStr3,preverenges,l,"353"
Fussweg,birskopfli-rusco,r,"498"
Fussweg,birskopfli-rusco,r,"385"
Fussweg,birskopfli-rusco,r,"2314"
Fussweg,gasi-strand,l,"2838"
Fahrstraes,strandbeiz,l,"1155"
HauptStrAB6,aabach,l,"2684"
HauptStrAB6,versoix,l,"3314"
VerbindStr4,rocky-plage,l,"684"
VerbindStr4,rocky-plage,l,"142"
Fussweg,preverenges-le-sout,l,"3069"
Fussweg,preverenges-le-sout,l,"680"
NebenStr3,seez,r,"109"
NebenStr3,seez,r,"1127"
NebenStr3,seez,r,"189"
NebenStr3,seez,r,"277"
NebenStr3,seez,r,"2157"
NebenStr3,seez,r,"66"
NebenStr3,seez,r,"262"
NebenStr6,sihl_zuerich_scherfs,r,"288"
NebenStr6,sihl_zuerich_scherfs,r,"352"
NebenStr6,sihl_zuerich_scherfs,r,"99"
NebenStr6,sihl_zuerich_scherfs,r,"167"
Fahrstraes,route-13,r,"2119"
Fahrstraes,route-13,r,"1165"
NebenStr3,bodensee_horn_huberm,l,"955"
NebenStr3,bodensee_horn_huberm,l,"1191"
NebenStr3,bodensee_horn_huberm,l,"484"
NebenStr3,bodensee_horn_huberm,l,"87"
NebenStr3,bodensee_horn_huberm,l,"1258"
NebenStr3,bodensee_horn_huberm,l,"175"
NebenStr3,bodensee_horn_huberm,l,"453"
Fahrstraes,pecos-plage,l,"1214"
VerbindStr6,zuerichsee_richterswil_benkoem_2,l,"7"
Fahrstraes,muhlehorn-dorf,l,"1719"
Fahrstraes,muhlehorn-dorf,l,"3069"
Fahrstraes,katzensee_regensdorfzuerichaffoltern_stueberj,l,"1803"
Fahrstraes,katzensee_regensdorfzuerichaffoltern_stueberj,l,"173"
Fahrstraes,katzensee_regensdorfzuerichaffoltern_stueberj,l,"1201"
Fahrstraes,katzensee_regensdorfzuerichaffoltern_stueberj,l,"867"
Fahrstraes,katzensee_regensdorfzuerichaffoltern_stueberj,l,"159"
Fahrstraes,katzensee_regensdorfzuerichaffoltern_stueberj,l,"146"
Fahrstraes,emme_utzenstorf_gruttert,r,"2145"
Fahrstraes,emme_utzenstorf_gruttert,r,"949"
Fussweg,villars,p,"1606"
Fahrstraes,rolle-plage,l,"417"
Fahrstraes,rolle-plage,l,"2594"
HauptStrAB6,kusnachter-dorfbach-tobelweg-1-4,r,"2895"
HauptStrAB6,plage-de-st-sulpice,l,"2863"
VerbindStr6,schusspark-strand,r,"223"
VerbindStr6,schusspark-strand,r,"818"
VerbindStr6,schusspark-strand,r,"144"
Autobahn,evole-plage,l,"1492"
Autobahn,evole-plage,l,"1487"
Autobahn,evole-plage,l,"1599"
Fussweg,gummligrabbe,r,"162"
NebenStr3,la-tzoumaz,p,"928"
NebenStr3,la-tzoumaz,p,"4346"
NebenStr3,la-tzoumaz,p,"2134"
NebenStr3,la-tzoumaz,p,"1267"
NebenStr3,la-tzoumaz,p,"1141"
Fussweg,aare_bern_caveltin,r,"1287"
Fussweg,aare_bern_caveltin,r,"3150"
Fussweg,aare_bern_caveltin,r,"370"
Fussweg,plage-de-dorigny,l,"2531"
Fussweg,plage-de-dorigny,l,"78"
Fussweg,plage-de-dorigny,l,"653"
Fussweg,plage-de-dorigny,l,"337"
Fahrstraes,san-nazzaro-gambarogno,l,"2922"
Fahrstraes,san-nazzaro-gambarogno,l,"1268"
Fussweg,lacleman_gland_kubela,l,"546"
Fussweg,lacleman_gland_kubela,l,"3642"
HauptStrAB6,parc-des-pierrettes,l,"2918"
Fussweg,vorderrhein_disentis_schmidn,r,"965"
Fussweg,vorderrhein_disentis_schmidn,r,"461"
HauptStrAB6,pecos-plage,l,"3185"
Fahrstraes,verbier,p,"1458"
Fahrstraes,verbier,p,"902"
Fahrstraes,verbier,p,"871"
Fahrstraes,verbier,p,"1119"
Fahrstraes,verbier,p,"533"
Fahrstraes,verbier,p,"24"
Fahrstraes,verbier,p,"1882"
Autob_Ri,evole-plage,l,"462"
VerbindStr4,lugano-centro,l,"1299"
Fahrstraes,grindelwald,p,"2447"
Fahrstraes,grindelwald,p,"2799"
Fahrstraes,grindelwald,p,"634"
NebenStr3,aare_koniz_hoppej,r,"635"
NebenStr3,aare_koniz_hoppej,r,"1534"
NebenStr3,aare_koniz_hoppej,r,"168"
NebenStr3,aare_koniz_hoppej,r,"197"
NebenStr3,aare_koniz_hoppej,r,"109"
NebenStr3,aare_koniz_hoppej,r,"671"
NebenStr3,aare_koniz_hoppej,r,"843"
NebenStr3,aare_koniz_hoppej,r,"19"
NebenStr3,aare_koniz_hoppej,r,"11"
NebenStr3,aare_koniz_hoppej,r,"748"
NebenStr3,aare_koniz_hoppej,r,"270"
NebenStr3,aare_koniz_hoppej,r,"753"
NebenStr3,aare_koniz_hoppej,r,"780"
NebenStr3,aare_koniz_hoppej,r,"500"
NebenStr3,aare_koniz_hoppej,r,"653"
NebenStr3,aare_koniz_hoppej,r,"574"
NebenStr3,aare_koniz_hoppej,r,"444"
NebenStr3,aare_koniz_hoppej,r,"539"
NebenStr3,aare_koniz_hoppej,r,"520"
NebenStr3,aare_koniz_hoppej,r,"1458"
NebenStr3,aare_koniz_hoppej,r,"355"
Autobahn,schusspark-strand,r,"836"
Fahrstraes,saint-sulpice,l,"1005"
Fahrstraes,saint-sulpice,l,"299"
Fahrstraes,saint-sulpice,l,"535"
Fahrstraes,saint-sulpice,l,"650"
Fahrstraes,saint-sulpice,l,"197"
Fussweg,veysonnaz,p,"2558"
HauptStrAB6,strandboden-biel,l,"1682"
HauptStrAB6,strandboden-biel,l,"1329"
HauptStrAB6,strandboden-biel,l,"1365"
HauptStrAB6,strandboden-biel,l,"189"
HauptStrAB6,mullermatte,l,"1996"
HauptStrAB6,mullermatte,l,"1048"
HauptStrAB6,mullermatte,l,"1337"
Autob_Ri,rhein_basel_hungerbuehlern,r,"2156"
Autostr,route-13,r,"1103"
Fahrstraes,plage-de-dorigny,l,"1561"
NebenStr3,tolochenaz,l,"1415"
Autobahn,preverenges,l,"1489"
VerbindStr6,zuerichsee_zurich_kullg,l,"758"
HauptStrAB6,toss_bauma_kurthe,r,"3261"
Fahrstraes,lacleman_vidy_santie,l,"2079"
HauptStrAB6,schusspark-strand,r,"2067"
HauptStrAB6,schusspark-strand,r,"2743"
HauptStrAB6,schusspark-strand,r,"1688"
HauptStrAB6,schusspark-strand,r,"1615"
HauptStrAB6,schusspark-strand,r,"800"
NebenStr3,la-pecherie,l,"873"
NebenStr3,la-pecherie,l,"135"
NebenStr3,la-pecherie,l,"1761"
NebenStr3,la-pecherie,l,"428"
NebenStr3,la-pecherie,l,"162"
Fussweg,morgins,p,"1747"
VerbindStr6,neuenburgersee_cudrefin_mattera,l,"3337"
NebenStr3,greifensee_maur_simmenc,l,"1542"
NebenStr3,greifensee_maur_simmenc,l,"330"
NebenStr3,greifensee_maur_simmenc,l,"115"
NebenStr3,greifensee_maur_simmenc,l,"455"
NebenStr3,greifensee_maur_simmenc,l,"2516"
NebenStr3,greifensee_maur_simmenc,l,"233"
VerbindStr6,chriesbach_duebendorf_schneidera,r,"487"
VerbindStr6,chriesbach_duebendorf_schneidera,r,"817"
VerbindStr6,chriesbach_duebendorf_schneidera,r,"1541"
Fahrstraes,rastplatz-stampf,l,"1020"
Fahrstraes,lavey-les-bains-2,r,"280"
NebenStr6,foce-del-cassarate,r,"2052"
NebenStr6,foce-del-cassarate,r,"972"
Fahrstraes,neuenburgersee_cudrefin_mattera,l,"791"
Fahrstraes,neuenburgersee_cudrefin_mattera,l,"1978"
HauptStrAB6,rhein_hemishofen_stolll,r,"2394"
Autob_Ri,linth_route9brucke,r,"5262"
NebenStr3,oyonne,l,"920"
NebenStr3,oyonne,l,"697"
NebenStr3,oyonne,l,"494"
NebenStr3,oyonne,l,"182"
NebenStr3,oyonne,l,"471"
NebenStr3,oyonne,l,"1318"
NebenStr3,oyonne,l,"764"
NebenStr3,oyonne,l,"1291"
NebenStr3,oyonne,l,"411"
Fahrstraes,la-petite-plage,l,"916"
NebenStr3,tschilljus,r,"983"
NebenStr3,tschilljus,r,"2433"
NebenStr3,tschilljus,r,"1443"
Fahrstraes,bielersee_vinelz_fankhausers,l,"1124"
Fahrstraes,bielersee_vinelz_fankhausers,l,"1377"
Fahrstraes,bielersee_vinelz_fankhausers,l,"298"
Autobahn,lavey-les-bains-2,r,"3052"
HauptStrAB6,sihl_zuerich_eichenbergerd,r,"1141"
HauptStrAB6,sihl_zuerich_eichenbergerd,r,"1122"
HauptStrAB6,sihl_zuerich_eichenbergerd,r,"1964"
HauptStrAB6,sihl_zuerich_eichenbergerd,r,"2035"
Autobahn,brugg-be-buren-bsg-standort,r,"817"
Autobahn,brugg-be-buren-bsg-standort,r,"2043"
HauptStrAB6,preverenges,l,"3027"
Fahrstraes,thur_schwarzenbach_meiliw,r,"849"
NebenStr3,lavey-les-bains,r,"1217"
NebenStr3,lavey-les-bains,r,"518"
NebenStr3,lavey-les-bains,r,"587"
NebenStr3,lavey-les-bains,r,"1574"
NebenStr3,lavey-les-bains,r,"458"
NebenStr3,lavey-les-bains,r,"738"
NebenStr3,lavey-les-bains,r,"786"
NebenStr3,lavey-les-bains,r,"1586"
NebenStr3,lavey-les-bains,r,"1297"
NebenStr6,limmat_zurich_mortensena_meiera,r,"1598"
NebenStr6,limmat_zurich_mortensena_meiera,r,"49"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"354"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"641"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"1293"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"196"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"369"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"405"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"291"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"309"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"340"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"118"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"739"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"265"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"303"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"525"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"318"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"645"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"356"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"198"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"265"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"338"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"329"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"677"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"514"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"199"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"243"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"260"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"316"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"239"
NebenStr3,zurichsee-feldeggstr-banningersand,l,"395"
VerbindStr6,leuk-mattenstrasse,r,"2738"
VerbindStr6,leuk-mattenstrasse,r,"1802"
VerbindStr6,leuk-mattenstrasse,r,"2494"
VerbindStr6,leuk-mattenstrasse,r,"175"
VerbindStr6,leuk-mattenstrasse,r,"352"
Autobahn,seeflechsen,l,"1421"
Fahrstraes,delta-park,l,"11"
Fahrstraes,delta-park,l,"1262"
Fahrstraes,delta-park,l,"9"
Fahrstraes,delta-park,l,"820"
Fussweg,seeflechsen,l,"2221"
Autobahn,baye-de-montreux-d,l,"2524"
NebenStr6,limmat_zuerich_jansena,r,"1528"
NebenStr6,limmat_zuerich_jansena,r,"7"
Fussweg,linthdammweg,r,"699"
Fussweg,linthdammweg,r,"1266"
Autobahn,baye-de-montreux-g,l,"2521"
NebenStr3,les-crosets,p,"1578"
Autobahn,bodensee_thal_schlachterj_1,l,"1975"
HauptStrAB4,limmat_zurich_mortensena_meiera,r,"120"
HauptStrAB4,limmat_zurich_mortensena_meiera,r,"353"
HauptStrAB4,limmat_zurich_mortensena_meiera,r,"2279"
HauptStrAB4,limmat_zurich_mortensena_meiera,r,"2116"
Fahrstraes,boiron,l,"1585"
Fahrstraes,boiron,l,"153"
Fahrstraes,boiron,l,"371"
Fahrstraes,boiron,l,"1064"
Autostr,brugg-be-buren-bsg-standort,r,"2138"
VerbindStr6,aarezufluss_bern_scheurerk,r,"1969"
VerbindStr6,aarezufluss_bern_scheurerk,r,"338"
Fussweg,airolo,p,"847"
Fussweg,airolo,p,"3945"
Fussweg,airolo,p,"1007"
Fussweg,airolo,p,"217"
VerbindStr6,lavey-les-bains,r,"584"
Autobahn,limmat_zuerich_jansena,r,"2299"
Autobahn,canale-saleggi,r,"3054"
HauptStrAB6,lugano-centro,l,"1219"
HauptStrAB6,lugano-centro,l,"1058"
HauptStrAB6,lugano-centro,l,"211"
HauptStrAB6,lugano-centro,l,"1052"
HauptStrAB6,lugano-centro,l,"1930"
HauptStrAB6,lugano-centro,l,"370"
HauptStrAB6,lugano-centro,l,"839"
HauptStrAB6,lugano-centro,l,"897"
HauptStrAB6,lugano-centro,l,"321"
HauptStrAB6,lugano-centro,l,"389"
HauptStrAB6,lugano-centro,l,"976"
Fussweg,grindelwald,p,"882"
HauptStrAB6,unterdsee_ermatingen_brunkem,l,"2928"
Autobahn,leuk-mattenstrasse,r,"2353"
HauptStrAB6,sitter_gaiserwald_buehlerf,r,"2151"
NebenStr3,evole-plage,l,"368"
NebenStr3,evole-plage,l,"531"
NebenStr3,sitter_gaiserwald_buehlerf,r,"332"
NebenStr3,sitter_gaiserwald_buehlerf,r,"602"
NebenStr3,sitter_gaiserwald_buehlerf,r,"885"
NebenStr3,sitter_gaiserwald_buehlerf,r,"2041"
NebenStr3,sitter_gaiserwald_buehlerf,r,"385"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"267"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"1004"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"400"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"923"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"1016"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"635"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"1089"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"2462"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"115"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"260"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"305"
VerbindStr6,limmat_zurich_mortensena_meiera,r,"322"
VerbindStr6,magadino-lido,l,"2975"
VerbindStr4,zurichsee-feldeggstr-banningersand,l,"613"
VerbindStr6,aare_brugg_buchie,r,"1542"
VerbindStr6,aare_brugg_buchie,r,"1877"
HauptStrAB6,zugerseecholler_cham_blarerm,l,"3418"
VerbindStr6,reuss_ottenbach_schoenenbergerl,r,"2980"
VerbindStr6,reuss_ottenbach_schoenenbergerl,r,"1367"
VerbindStr6,lugano-centro,l,"113"
VerbindStr6,lugano-centro,l,"504"
VerbindStr6,lugano-centro,l,"808"
VerbindStr6,lugano-centro,l,"378"
NebenStr3,chriesbach_duebendorf_schneidera,r,"1523"
NebenStr3,chriesbach_duebendorf_schneidera,r,"861"
NebenStr3,chriesbach_duebendorf_schneidera,r,"749"
NebenStr3,chriesbach_duebendorf_schneidera,r,"927"
NebenStr3,chriesbach_duebendorf_schneidera,r,"91"
NebenStr3,chriesbach_duebendorf_schneidera,r,"825"
NebenStr3,chriesbach_duebendorf_schneidera,r,"1037"
NebenStr3,chriesbach_duebendorf_schneidera,r,"574"
NebenStr3,chriesbach_duebendorf_schneidera,r,"395"
NebenStr3,chriesbach_duebendorf_schneidera,r,"314"
NebenStr6,bodensee_horn_huberm,l,"196"
NebenStr3,baby-plage-ii-geneve,l,"157"
NebenStr3,baby-plage-ii-geneve,l,"255"
NebenStr3,baby-plage-ii-geneve,l,"1791"
NebenStr3,baby-plage-ii-geneve,l,"168"
NebenStr3,baby-plage-ii-geneve,l,"260"
NebenStr3,baby-plage-ii-geneve,l,"164"
NebenStr3,baby-plage-ii-geneve,l,"284"
NebenStr3,baby-plage-ii-geneve,l,"240"
NebenStr3,baby-plage-ii-geneve,l,"143"
NebenStr3,baby-plage-ii-geneve,l,"91"
NebenStr3,baby-plage-ii-geneve,l,"176"
NebenStr3,baby-plage-ii-geneve,l,"256"
NebenStr3,baby-plage-ii-geneve,l,"211"
NebenStr3,baby-plage-ii-geneve,l,"300"
NebenStr3,baby-plage-ii-geneve,l,"245"
NebenStr3,baby-plage-ii-geneve,l,"201"
NebenStr3,baby-plage-ii-geneve,l,"175"
NebenStr3,baby-plage-ii-geneve,l,"169"
NebenStr3,baby-plage-ii-geneve,l,"177"
NebenStr3,baby-plage-ii-geneve,l,"174"
NebenStr3,baby-plage-ii-geneve,l,"200"
NebenStr3,baby-plage-ii-geneve,l,"236"
NebenStr3,baby-plage-ii-geneve,l,"172"
NebenStr3,baby-plage-ii-geneve,l,"129"
NebenStr3,baby-plage-ii-geneve,l,"257"
NebenStr3,baby-plage-ii-geneve,l,"171"
NebenStr3,baby-plage-ii-geneve,l,"341"
NebenStr3,baby-plage-ii-geneve,l,"841"
NebenStr3,baby-plage-ii-geneve,l,"1111"
NebenStr3,baby-plage-ii-geneve,l,"277"
Fussweg,linth_mollis,r,"446"
Fussweg,linth_mollis,r,"1546"
NebenStr3,zurichsee_wollishofen_langendorfm,l,"943"
NebenStr3,zurichsee_wollishofen_langendorfm,l,"345"
NebenStr3,zurichsee_wollishofen_langendorfm,l,"303"
NebenStr3,zurichsee_wollishofen_langendorfm,l,"400"
NebenStr3,zurichsee_wollishofen_langendorfm,l,"1282"
NebenStr3,zurichsee_wollishofen_langendorfm,l,"1224"
NebenStr3,zurichsee_wollishofen_langendorfm,l,"252"
NebenStr3,zurichsee_wollishofen_langendorfm,l,"1380"
NebenStr3,bern-fahrstrasse,r,"1372"
NebenStr3,bern-fahrstrasse,r,"636"
NebenStr3,bern-fahrstrasse,r,"1354"
NebenStr3,bern-fahrstrasse,r,"1250"
NebenStr3,bern-fahrstrasse,r,"537"
NebenStr3,bern-fahrstrasse,r,"593"
NebenStr3,rhein_basel,r,"215"
NebenStr3,rhein_basel,r,"232"
NebenStr3,rhein_basel,r,"230"
NebenStr3,rhein_basel,r,"98"
NebenStr3,rhein_basel,r,"68"
NebenStr3,rhein_basel,r,"161"
NebenStr3,rhein_basel,r,"291"
NebenStr3,rhein_basel,r,"222"
NebenStr3,rhein_basel,r,"300"
NebenStr3,rhein_basel,r,"247"
NebenStr3,rhein_basel,r,"281"
NebenStr3,rhein_basel,r,"177"
NebenStr3,rhein_basel,r,"170"
NebenStr3,rhein_basel,r,"96"
NebenStr3,rhein_basel,r,"256"
NebenStr3,rhein_basel,r,"207"
NebenStr3,rhein_basel,r,"531"
NebenStr3,rhein_basel,r,"140"
NebenStr3,rhein_basel,r,"95"
NebenStr3,rhein_basel,r,"363"
NebenStr3,rhein_basel,r,"141"
NebenStr3,rhein_basel,r,"546"
NebenStr3,rhein_basel,r,"292"
NebenStr3,rhein_basel,r,"405"
NebenStr3,rhein_basel,r,"89"
NebenStr3,rhein_basel,r,"155"
NebenStr3,rhein_basel,r,"438"
NebenStr3,rhein_basel,r,"742"
NebenStr3,rhein_basel,r,"357"
NebenStr3,rhein_basel,r,"54"
NebenStr3,rhein_basel,r,"231"
NebenStr3,rhein_basel,r,"52"
NebenStr3,rhein_basel,r,"304"
NebenStr3,rhein_basel,r,"313"
NebenStr3,rhein_basel,r,"138"
NebenStr3,rhein_basel,r,"201"
NebenStr3,rhein_basel,r,"250"
NebenStr3,rhein_basel,r,"832"
NebenStr3,rhein_basel,r,"386"
NebenStr3,rhein_basel,r,"271"
NebenStr3,rhein_basel,r,"1187"
NebenStr3,rhein_basel,r,"1153"
NebenStr3,rhein_basel,r,"990"
NebenStr3,rhein_basel,r,"162"
VerbindStr4,schmerikon-bahnhof-strand,l,"560"
Fahrstraes,tolochenaz,l,"895"
Fahrstraes,tolochenaz,l,"497"
Fahrstraes,tolochenaz,l,"41"
Fahrstraes,tolochenaz,l,"42"
Fahrstraes,tolochenaz,l,"237"
Fahrstraes,tolochenaz,l,"371"
Fahrstraes,tolochenaz,l,"1300"
Fussweg,les-crosets,p,"414"
Fussweg,les-crosets,p,"1151"
Fussweg,les-crosets,p,"1341"
Fahrstraes,gasi-strand,l,"100"
Fahrstraes,gasi-strand,l,"1053"
Fussweg,linth_route9brucke,r,"3037"
Fahrstraes,sense_torishaus_g-cubes,r,"2227"
Fahrstraes,sense_torishaus_g-cubes,r,"996"
NebenStr3,limmat_zuerich_suterdglauserp,r,"2276"
NebenStr3,limmat_zuerich_suterdglauserp,r,"779"
NebenStr3,limmat_zuerich_suterdglauserp,r,"442"
NebenStr3,limmat_zuerich_suterdglauserp,r,"403"
NebenStr3,limmat_zuerich_suterdglauserp,r,"626"
NebenStr3,limmat_zuerich_suterdglauserp,r,"462"
NebenStr3,limmat_zuerich_suterdglauserp,r,"672"
NebenStr3,limmat_zuerich_suterdglauserp,r,"230"
NebenStr3,limmat_zuerich_suterdglauserp,r,"233"
NebenStr3,limmat_zuerich_suterdglauserp,r,"214"
NebenStr3,limmat_zuerich_suterdglauserp,r,"354"
NebenStr3,limmat_zuerich_suterdglauserp,r,"420"
NebenStr3,strandboden-biel,l,"438"
NebenStr3,strandboden-biel,l,"354"
NebenStr3,strandboden-biel,l,"993"
NebenStr3,strandboden-biel,l,"553"
NebenStr3,strandboden-biel,l,"775"
NebenStr3,strandboden-biel,l,"657"
NebenStr3,strandboden-biel,l,"428"
NebenStr3,strandboden-biel,l,"429"
NebenStr3,strandboden-biel,l,"271"
NebenStr3,strandboden-biel,l,"442"
NebenStr3,strandboden-biel,l,"353"
NebenStr3,strandboden-biel,l,"277"
NebenStr3,strandboden-biel,l,"244"
VerbindStr6,les-diablerets,p,"2621"
Autobahn,sitter_stgallen_steinbrunnerf,r,"2718"
HauptStrAB6,jardin-botanique,l,"847"
HauptStrAB6,jardin-botanique,l,"838"
HauptStrAB6,jardin-botanique,l,"931"
HauptStrAB6,jardin-botanique,l,"735"
HauptStrAB6,jardin-botanique,l,"1677"
HauptStrAB6,jardin-botanique,l,"658"
HauptStrAB6,jardin-botanique,l,"760"
VerbindStr4,le-pierrier,l,"1054"
NebenStr3,limmat_unterengstringen_oggierbuhrer,r,"690"
NebenStr3,limmat_unterengstringen_oggierbuhrer,r,"31"
NebenStr3,limmat_unterengstringen_oggierbuhrer,r,"1994"
NebenStr3,limmat_unterengstringen_oggierbuhrer,r,"15"
Fahrstraes,charmey,p,"2714"
Fahrstraes,charmey,p,"66"
VerbindStr4,baye-de-clarens,l,"1075"
HauptStrAB6,lido,l,"365"
HauptStrAB6,lido,l,"1398"
HauptStrAB6,lido,l,"241"
HauptStrAB6,lido,l,"370"
HauptStrAB6,lido,l,"2"
HauptStrAB6,lido,l,"839"
HauptStrAB6,lido,l,"897"
HauptStrAB6,lido,l,"362"
HauptStrAB6,lido,l,"443"
HauptStrAB6,lido,l,"389"
HauptStrAB6,lido,l,"1007"
HauptStrAB6,lacleman_vidy_santie,l,"3065"
Fussweg,sempachersee_sempach_tampec,l,"89"
Fahrstraes,strandboden-biel,l,"679"
Fahrstraes,strandboden-biel,l,"504"
Fahrstraes,strandboden-biel,l,"327"
Fahrstraes,strandboden-biel,l,"204"
Autobahn,sitter_stgallen_jennya,r,"2728"
Fussweg,aare_kehrsatz_stolten,r,"2906"
Fussweg,aare_kehrsatz_stolten,r,"1139"
Fussweg,aare_kehrsatz_stolten,r,"711"
Fussweg,aare_kehrsatz_stolten,r,"510"
Fussweg,quai-maria-belgia,l,"527"
NebenStr3,arabie,l,"1133"
NebenStr3,arabie,l,"443"
NebenStr3,arabie,l,"1210"
NebenStr3,arabie,l,"1297"
NebenStr3,arabie,l,"225"
NebenStr3,arabie,l,"512"
NebenStr3,arabie,l,"494"
NebenStr3,arabie,l,"182"
NebenStr3,arabie,l,"471"
NebenStr3,arabie,l,"1200"
NebenStr3,hauterive-petite-plage,l,"1073"
VerbindStr6,rhein_hemishofen_stolll,r,"1866"
VerbindStr6,rhein_hemishofen_stolll,r,"1104"
VerbindStr6,rhein_hemishofen_stolll,r,"99"
VerbindStr6,rhein_hemishofen_stolll,r,"968"
NebenStr3,schusspark-strand,r,"1025"
NebenStr3,schusspark-strand,r,"286"
NebenStr3,schusspark-strand,r,"1309"
NebenStr3,schusspark-strand,r,"531"
NebenStr3,schusspark-strand,r,"251"
NebenStr3,schusspark-strand,r,"222"
NebenStr3,schusspark-strand,r,"341"
NebenStr3,schusspark-strand,r,"670"
NebenStr3,schusspark-strand,r,"552"
NebenStr3,schusspark-strand,r,"283"
NebenStr6,greifensee_maur_simmenc,l,"25"
NebenStr6,greifensee_fallanden_simmenc,l,"1501"
NebenStr6,greifensee_fallanden_simmenc,l,"565"
VerbindStr6,ruisseau-de-la-croix-plage,l,"2864"
VerbindStr4,strandboden-biel,l,"889"
VerbindStr4,rhein-beach-tinguely,r,"1009"
Autobahn,via-mirasole-spiaggia,r,"3060"
Fahrstraes,les-vieux-ronquoz,r,"320"
